Loada,redis,pmemrocksdb,capybarakv
,73212.16,139913.63,264019.43
,73093.72,139959.32,272257.01
,74171.87,140294.43,266146.2
,72415.84,140146.31,271783.44
,71921.75,140311.49,265768.96

Runa,redis,pmemrocksdb,capybarakv
,106034.04,58941.64,289145.48
,105717.93,60173.54,291403.59
,105894.81,60061.02,272915.83
,106784.37,60894.17,279210.02
,105210.74,61237.74,288189.97

Runb,redis,pmemrocksdb,capybarakv
,103154.46,328285.04,1144688.64
,101797.06,313119.72,1156604.21
,102822.12,325542.03,1160182.54
,104636.08,323401.32,1155624.04
,102667.3,310462.59,1168588.35

Runc,redis,pmemrocksdb,capybarakv
,103735.16,482951.8,1494619.37
,101692.85,452734.52,1509358.02
,103521.1,471179.52,1511791.98
,105508.23,462263.86,1517911.35
,102875.72,431133.59,1510421.91

Rund,redis,pmemrocksdb,capybarakv
,118662.44,689211.54,1247608.75
,115875.75,703333.8,1252400.43
,117688.6,691594.82,1269572.58
,121066.35,687411.21,1261034.05
,117757.89,680179.57,1265288.91

Loade,redis,pmemrocksdb,capybarakv
,73375.11,140084.8,264373.08
,73227.17,139792.36,268870.21
,73815.63,140463.91,268437.16
,73611.32,140040.33,271056.58
,72950.46,140154.17,270743.46

Runf,redis,pmemrocksdb,capybarakv
,73866.15,60628.6,498041.04
,73370.08,61584.19,493048.02
,72778.09,61323.86,503034.98
,73655.06,59162.26,508629.75
,73595.43,60885.02,503879.88

Loadx,redis,pmemrocksdb,capybarakv
,95467.82,152251.8,250643.32
,94417.41,152295.09,240111.41
,95574.88,154832.32,241204.09
,95311.32,155258.61,241623.71
,94147.18,152251.8,241798.98

Runx,redis,pmemrocksdb,capybarakv
,92209.52,36368.4,239452.13
,90679.37,36303.88,244698.21
,92429.41,36277.19,251079.64
,92531.48,36301.07,238469.98
,92320.19,36451.03,235708.22

