Loada,redis,pmemrocksdb,capybarakv
,57092.62,141544.15,317299.15
,57805.03,138486.25,318295.63
,58275.74,138755.27,315537.04
,57616.74,140599.52,319788.51
,58154.64,139314.57,310661.92

Runa,redis,pmemrocksdb,capybarakv
,92587.45,62417.04,448229.49
,92943.14,63279.12,459713.75
,93090.22,63908.65,456079.54
,92886.16,63160.82,444958.62
,93918.47,63054.35,428204.4

Runb,redis,pmemrocksdb,capybarakv
,100953.68,300565.06,1762425.1
,101251.47,268259.53,1768450.84
,101448.0,276344.88,1781472.68
,101201.6,273797.57,1745810.06
,101660.45,302553.55,1760563.38

Runc,redis,pmemrocksdb,capybarakv
,102504.53,418982.71,2194586.69
,103133.19,410486.56,2201027.15
,102256.46,407110.87,2200704.23
,103386.24,409355.13,2202966.66
,103597.6,410172.27,2144695.45

Rund,redis,pmemrocksdb,capybarakv
,103226.16,817349.61,1922091.24
,103579.0,800213.39,1892028.25
,104049.61,799701.44,1896333.75
,103416.18,812391.68,1878051.83
,103581.15,820748.52,1884658.88

Loade,redis,pmemrocksdb,capybarakv
,57678.11,140069.1,314537.94
,57856.08,141153.89,320122.93
,57745.39,138827.19,310417.62
,57515.78,140238.03,308978.93
,57594.62,137990.67,316535.83

Runf,redis,pmemrocksdb,capybarakv
,65966.25,63232.71,801881.75
,66240.37,62577.7,813625.52
,65267.34,62100.49,805801.77
,65975.54,62746.54,799872.02
,66042.64,61831.7,801796.02

Loadx,redis,pmemrocksdb,capybarakv
,84305.18,148800.67,306861.42
,84374.89,152743.27,307301.48
,83696.02,150899.36,311022.64
,83698.82,149314.65,309718.98
,83971.05,148921.81,305442.99

Runx,redis,pmemrocksdb,capybarakv
,77172.4,45349.28,394684.91
,75556.85,44344.06,391583.56
,76220.29,44496.92,401434.46
,75550.38,43983.37,393432.3
,76624.83,44576.39,383670.96

