Loada,redis,rocksdb,capybarakv
,8515.28,89477.45,20705.65

Runa,redis,rocksdb,capybarakv
,23020.26,49188.39,20090.81

Runb,redis,rocksdb,capybarakv
,26018.63,75665.86,22221.23

Runc,redis,rocksdb,capybarakv
,22905.31,67897.88,22856.1

Loade,redis,rocksdb,capybarakv
,8161.0,94037.99,20709.08

Runf,redis,rocksdb,capybarakv
,14059.95,43652.87,18644.89

