Loada,viper,capybarakv
,212422.47,175604.96
,213257.81,172854.87
,207615.33,175942.35
,208930.53,174250.03
,210709.08,175470.61

Runa,viper,capybarakv
,255521.83,250724.59
,0.0,247615.46
,237527.43,250724.59
,249155.36,248239.98
,250468.38,250060.01

Runb,viper,capybarakv
,447123.21,423233.85
,369221.68,420323.48
,367015.58,425256.86
,396592.48,418599.2
,401503.23,419646.15

Runc,viper,capybarakv
,486144.87,459787.03
,437414.7,463701.45
,434593.65,476935.4
,441758.55,473260.77
,432010.23,468463.07

Rund,viper,capybarakv
,508016.5,441516.7
,456954.85,443671.47
,452546.02,440769.41
,451907.96,447027.27
,452218.58,448599.47

Loade,viper,capybarakv
,210009.91,173505.08
,214340.22,176038.98
,205124.84,173124.2
,207639.47,178511.5
,212688.12,177173.03

Runf,viper,capybarakv
,220586.94,194197.38
,210979.37,192986.11
,205729.15,184834.68
,208519.26,193191.92
,207891.56,193311.42

Loadx,viper,capybarakv
,258970.75,198802.41
,254860.18,201804.94
,254289.87,200985.63
,246621.29,196985.34
,255859.18,200432.94

Runx,viper,capybarakv
,226642.25,220023.94
,214252.05,220783.69
,220715.47,218933.36
,216810.63,223112.69
,218755.2,219359.82

